Character,Dialogue
Moira,You did. Why... Why did you ruin everything?
Moira,"Okay, well, let-let's not focus on me right now."
Moira,"The important thing is, you've gotta get back up and you've gotta get out there."
Moira,(Whispers) I can't. Can't.
Moira,"You can! Moira, remember ""Sunrise Bay?"""
Moira,You were drunk most of season three...
Moira,And half of season four.
Moira,End of season five.
Moira,I'll have to take your word for it.
Moira,Did I used to have a drinking problem?
Moira,"The point is, you can do this, Moira."
Moira,You're radiant. You're beguiling.
Moira,You're daytime television's brightest star!
Moira,(Makes slapping noises)
Moira,All you have to do is go out there and shine.
Moira,I'm gonna.
Moira,I'm gonna (Bleep) Nail it.
Moira,Okay.
Twyla,: And on a big inhale...
Twyla,Identify any tension you may be holding.
Twyla,(Breathes out) I burnt my sausage casserole.
Twyla,I'm pretty sure I'm really lonely here.
Twyla,with hands on your partner's ankles.
Twyla,(Partners shift)
David,: (Snored inhale)
David,(Relaxed exhale)
David,"In the... of a picturesque ridge lies a small, unpretentious winery, one that pampers its fruit like its own babies."
David,"(Overly bright) Hi! I'm Moira Rose, and if you love fruit wine as much as I do, then you'll appreciate the craftsmanship and quality of a local vintner who brings the musk melon goodness to his oak chardonnay, and the dazzling peach cral-bapple to his Riesling rioja."
David,Come taste the difference good fruit can make in your wine.
David,You'll remember the experience and you'll remember the name.
David,Herb erfling... Ger.
David,Burt herngeif.
David,Irv herb-blinger.
David,Bing livehaanger.
David,Liveling. Burt herkurn.
unknown,"Episode transcripts for the TV show ""Schitt's Creek"". Aired: January 2015 to April 2020.*"
unknown,(Purposeful footsteps)
unknown,(Knocking)
unknown,Don't judge me for what I'm about to ask you to do.
unknown,"Come inside, please."
unknown,What're you about to...
unknown,It does not matter. It doesn't matter.
unknown,What?
unknown,That.
unknown,That's why you called me in here?
unknown,"Yeah, look at it!"
unknown,I'm looking.
unknown,No! Look at it.
unknown,"Uh, it looks like a bug..."
unknown,Yeah.
unknown,Trapped under a glass.
unknown,"I Googled that bug. It's some sort of demonic cricket that ""takes chunks out of your skin when provoked."""
unknown,Chunks is the word that Google used.
unknown,You Googled a bug?
unknown,Yeah. I have a thing about bugs with milky exoskeletons.
unknown,"I have this irrational fear they are gonna crawl into my mouth and nest at night, so..."
unknown,"So, what do you want me to do, k*ll it?"
unknown,"(Sighs) No, I think I just need moral support while I slip a piece of paper under the glass with the bug and take the trapped bug and walk it outside."
unknown,Or we could just... k*ll it.
unknown,"No, that's not the way to go. Oh! Oh my God! It's fleeing!"
unknown,"Whoa, it's fast!"
unknown,It's fleeing into the bathroom.
unknown,"That's why you use the cup method, because you'd keep it contained!"
unknown,Now it's just all out!
unknown,Well... I guess I don't even need to be here.
unknown,"Well, it's h..."
unknown,Now it's hiding somewhere in the darkness Waiting for nightfall.
unknown,I... I can't... I can't sleep here. I can't sleep here.
unknown,Not with your mouth open anyway.
unknown,"You know, sometimes I forget what life was like before I knew you."
unknown,"Okay, bye-bye! Bye. Yup."
unknown,'Kay. Hope you catch it!
unknown,(Door shuts heavily)
unknown,I can hear it. I can hear it.
unknown,"(Shower water turns off, water drains)"
unknown,(Tapping)
unknown,What the hell?
unknown,Hey! Where's my towel?!
unknown,John?
unknown,"Anyways, I asked this kid to come to the front of the class and solve this math equation and he was ""pitching a tent."" (Laughing)"
unknown,He had a boner!
unknown,Oh.
unknown,"And then I was thinking, these are young boys, these poor kids, and it can't be easy having a teacher like myself, so..."
unknown,Mm...
unknown,What was your question again?
unknown,"You know, it's been so long I can't remember."
unknown,(Door bursts open)
unknown,"There you are, John! Where did my towel go?"
unknown,Moira! Nanaimo bars.
unknown,"Accidentally doubled the batch and Roland's on diabetes watch, so I thought why not share the wealth?"
unknown,"Well, what a lovely gesture, huh, Moira?"
unknown,"John, I had towel and now it's disappeared!"
unknown,There's a towel on the back of the door.
unknown,"No, that one has dirt on it!"
unknown,That's not dirt. I used it to k*ll a bug.
unknown,(Moira screams in anguish)
unknown,I'm sorry. I... I guess I'm stressed.
unknown,"Morning, Jocelyn!"
unknown,"You know, Moira, you ever need to just go somewhere to unwind and have some pampering, I know a great place in Elmdale."
unknown,Let's not and say we did.
unknown,"You know, honey, a little pampering might not be a bad idea."
unknown,Could alleviate some of that weight your carrying around.
unknown,So now I'm fat and stressed?
unknown,Emotional weight. Emotional.
unknown,"John, go find a towel now, please, or I will strip out of this robe and I will air dry in the street!"
unknown,"Okay, well, I'm just gonna go home. Sorry."
unknown,"No, no, no. I didn't say I didn't want them."
unknown,Thank you. (Door closes)
unknown,A little pampering. Great idea.
unknown,"I think so, yeah."
unknown,Yeah.
unknown,"(Truck zooms by, ""Open"" sign squeaks)"
unknown,"Hey, Twy. (Sighs)"
unknown,(Twyla takes customer's order)
unknown,"Um, Twy..."
unknown,"What is in the ""Meadow Harvest"" smoothie?"
unknown,"Uh... you know, it changes every day."
unknown,Just depends on my mood.
unknown,"But it's all organic, earthy ingredients."
unknown,"Okay, so it's like fruity or... ?"
unknown,"Yes, it is. Yup. At times."
unknown,"And then other times, not."
unknown,"Okay! Well, today, is it more fruity or more vegetably... ?"
unknown,"No, I don't know."
unknown,I've gotta check in the back and see what we have.
unknown,So Meadow Harvest doesn't refer to anything... in particular.
unknown,"No, Meadow Harvest is exactly how it sounds."
unknown,It just changes everyday.
unknown,"Mm... okay. All right. Well, I'll just um..."
unknown,Do that that then... the Meadow Harvest thing.
unknown,Great!
unknown,Thank you.
unknown,Hi.
unknown,Hi.
unknown,"Um, I just feel like I have to warn you, what you just ordered is gonna..."
unknown,Run through you like Niagara Falls.
unknown,Excuse me?
unknown,"Uh, she's a sweet girl but her smoothies are deadly."
unknown,"Um, I usually prescribe them to my patients when they're feeling a little... backed up."
unknown,That's a lot of information.
unknown,I'm... I'm... I'm kidding. I'm actually not.
unknown,I've absolutely done that... With her smoothies.
unknown,So are you a doctor or... ?
unknown,I'm a veterinarian.
unknown,Oh! It's basically the same thing.
unknown,Ted.
unknown,Um... Alexis.
unknown,"I know. Without sounding too forward, I've seen you around and uh... You know, I have to say, I think that you are the most beautiful girl this town's ever seen."
unknown,(Feigning humility) What? No.
unknown,I'm sure there's like another girl... somewhere.
unknown,"No, I mean it."
unknown,Yeah.
unknown,"Well, it's really nice of you to say."
unknown,I would love to take you out to dinner sometime.
unknown,Oh!
unknown,I feel good about this one.
unknown,"Yeah, it's a little less fruity but a little more... something."
unknown,Mm!
unknown,Mm...
unknown,(Giggles and spits)
unknown,(Mouths) Oh my God.
unknown,(Door opens and closes)
unknown,So... about the bug thing.
unknown,No explanation necessary. You've got a thing about bugs.
unknown,"No, I don't have a thing about bugs."
unknown,"It was one bug, and that bug was milky."
unknown,So... you're a man at one with nature.
unknown,Yeah. I could not be more at one with nature.
unknown,"I do Coachella every year, so..."
unknown,Mm. Oh! So you'd be... Into coming with me on the annual Turkey sh**t then.
unknown,That's something that should excite you.
unknown,What?
unknown,The Turkey sh**t?
unknown,Mm.
unknown,Roland's annual thing. We go out and we hunt turkeys.
unknown,Been doing it every year since I was far too young to be holding a g*n.
unknown,Yeah... yes. Yeah. Let's do that.
unknown,I was joking.
unknown,I have a strong feeling that would not be your thing.
unknown,"And what do think ""my thing"" is exactly?"
unknown,High thread count sheets?
unknown,Colognes that smell like fireplace...
unknown,"Okay. Well, it might surprise you to know that I have more than one thing, so I will happily go with you on the hunt!"
unknown,Nothing would make me more excited than to...
unknown,Go hunting for...
unknown,Turkeys.
unknown,"Turkeys... with you, So... is this a tweed or a camo situation?"
unknown,"Okay, did anyone actually see this pillow come out of this container?"
unknown,Seriously?! Go. To. Hell!
unknown,You're off... you're a fool!
unknown,"Okay, Moira, why are we doing this?"
unknown,Why don't we wait for the girl to come in and help us make the bed?
unknown,"She never comes, John."
unknown,"(Knock at the door, Johnny sighs)"
unknown,Jocelyn! Hi!
unknown,Johnny.
unknown,"I was just booking myself an appointment with Janine at the salon and I said to myself, ""wow, Moira really looks like she needs a pick-me-up,"" so I booked you a Mani too!"
unknown,Little girls spa day on me.
unknown,Wow! What a nice gesture!
unknown,May I see a spa treatment menu?
unknown,"Oh, well, it's just a salon, so they don't really do all that kind of stuff."
unknown,But she does give a mean scalp massage.
unknown,Really mean?
unknown,"If you requested that, I guess, yeah."
unknown,"Moira, this sounds too good to pass up."
unknown,"Please, please do this, for me."
unknown,Let me rephrase that.
unknown,Do it for you because you deserve...
unknown,"Yes! My answer's yes, Jocelyn. Thank you."
unknown,Yay!
unknown,"Oh, yes."
unknown,(Birds chirp)
unknown,"So, what're you doing tonight?"
unknown,Making chili. Might do some laundry.
unknown,(Awkward silence)
unknown,A polite person would now ask me what I'm doing tonight.
unknown,That's what this is about? Sorry.
unknown,Um... what're you doing tonight?
unknown,Ted's taking me out.
unknown,Ted.
unknown,Mm-hmm. Ted.
unknown,"I don't know his last name. The... the, um, doctor."
unknown,The vet?
unknown,"Yeah, the doctor."
unknown,The animal doctor.
unknown,"Yeah, we went to high school together."
unknown,I think you'd be good for each other.
unknown,Do you?
unknown,I think he has everything you're looking for in a husband.
unknown,A husband?
unknown,What am I looking for in a husband?
unknown,Money.
unknown,Hmm.
unknown,"(Birds chirp, crow caws)"
unknown,Did you know Richard Gere's middle name is Tiffany?
unknown,So Ted's taking me to Antonio's.
unknown,What's Antonio's?
unknown,but he said that we could order off the menu.
unknown,Are you sure you wanna be traveling so far out of town with a person you just met?
unknown,"I went on a blind date to Bali with Leo, so... I'm pretty sure I'm gonna be fine."
unknown,So who is this person?
unknown,Mm... he's cute.
unknown,And... And...
unknown,"He doesn't have a trust fund, so, like, that's a refreshing change of pace for me."
unknown,"Speaking of people without trust funds, what about that beardy thing that you spend time with?"
unknown,What? Mutt?
unknown,Yeah.
unknown,No. Ew. It's not a thing.
unknown,Right.
unknown,I'm looking for Alexis.
unknown,"Oh, you have a what?"
unknown,(Gasps)
unknown,"Uh, a date."
unknown,I think that's Ted.
unknown,(Gasps) Why is he over there?
unknown,Because he knows how much I love it when mom and dad interrogate your boyfriends.
unknown,I wonder what they're asking?
unknown,"No, David!"
unknown,"Tell me, Ted, are your parents still together?"
unknown,"Uh, no. They divorced when I was in high school."
unknown,Oh... alcoholism.
unknown,"No, I think they just realized that they were better off as friends."
unknown,"Tsk, tsk. Affair. Poor thing."
unknown,"(Door opens) Okay. That's enough, everybody. Thank you so much. Hey!"
Ted,: Hey! Got the wrong room. Hi.
Ted,"Yeah, you did. Okay."
Ted,Yeah. Uh...
Ted,Hey! I know you!
Ted,"Yeah, no, Stevie brought you in to see me."
Ted,I had the pleasure of treating your son's panic attack.
Ted,"So Antonio's buffet, huh?"
Ted,"So many choices, one little plate."
Ted,"Okay, you know what?"
Ted,"Bye, guys. We'll see you in the morning!"
